phylum,classe,ordine,famiglia,specie_lat,specie_it,L. 157/92 art. 2,L. 157/92,79/409 CEE Ap.1,79/409 CEE Ap.2/I,79/409 CEE Ap.2/II,79/409 CEE Ap.3/I,79/409 CEE Ap.3/II,BERNA Ap.2,BERNA Ap.3,CITES All. A,CITES All. B,CITES All. D,BONN Ap.1,BONN Ap.2,HABITAT Ap.2,HABITAT Ap.4,HABITAT Ap.5,BARCELLONA all. 2,ENDEMICA,CHECKLIST,IUCN,Valori
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia rueppellii Temminck, 1820",Silvia del Ruppel,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia sarda Temminck, 1830",Magnanina sarda,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Sylviidae,"Sylvia undata (Boddaert, 1783)",Magnanina,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Tchodromadidae,"Tichodroma muraria Linnaeus, 1766",Picchio muraiolo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Timaliidae,"Panurus biarmicus Linnaeus, 1758",Basettino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Troglodytidae,"Troglodytes troglodytes (Linnaeus, 1758)",Scricciolo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Catharus minimus (Lafresnaye, 1848)",Tordo di Baird,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Catharus ustulatus Nuttall, 1840",Tordo di Swainson,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Cercotrichas galactotes (Temminck, 1820)",Usignolo d'Africa,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Erithacus rubecula (Linnaeus, 1758)",Pettirosso,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Luscinia calliope Pallas, 1776",Calliope,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Luscinia luscinia Linnaeus, 1758",Usignolo maggiore,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Luscinia megarhynchos  Brehm, 1831",Usignolo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Luscinia svecica Linnaeus, 1758",Pettazzurro,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Turdidae,"Monticola saxatilis Linnaeus, 1766",Codirossone,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Monticola solitarius Linnaeus, 1758",Passero solitario,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Oenanthe deserti Temminck, 1825",Monachella del deserto,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Oenanthe hispanica Linnaeus, 1758",Monachella,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Oenanthe isabellina Temminck, 1829",Culbianco isabellino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Oenanthe leucura Gmelin, 1789",Monachella nera,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Turdidae,"Oenanthe oenanthe Linnaeus, 1758",Culbianco,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Oenanthe pleschanka Lepechin, 1770",Monachella dorsonero,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Phoenicurus moussieri Olphe-Galliard, 1852",Codirosso algerino,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Phoenicurus ochrurus Gmellin, 1789",Codirosso spazzacamino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Phoenicurus phoenicurus Linnaeus, 1758",Codirosso,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Saxicola rubetra Linnaeus, 1758",Stiaccino,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Saxicola torquata Linnaeus, 1758",Saltimpalo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Tarsiger cyanurus Pallas, 1773",Codazzurro,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Turdus iliacus Linnaeus, 1758",Tordo sassello,,,,,x,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Turdus merula Linnaeus, 1758",Merlo,,,,,x,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Turdus naumanni Temminck, 1820",Cesena di Naumann,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Turdus obscurus Gmelin, 1789",Tordo oscuro,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Turdus philomelos Brehm, 1831",Tordo bottaccio,,,,,x,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Turdus pilaris Linnaeus, 1758",Cesena,,,,,x,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Turdus ruficollis Pallas, 1776",Tordo golanera,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Turdus torquatus Linnaeus, 1758",Merlo dal collare,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Turdus viscivorus Linnaeus, 1758",Tordela,,x,,,x,,,,x,,,,,,,,,,,,None,3
Chordata,AVES,PASSERIFORMES,Turdidae,"Zoothera dauma Latham, 1790",Tordo dorato,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PASSERIFORMES,Turdidae,"Zoothera sibirica Pallas, 1776",Tordo siberiano,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PELECANIFORMES,Pelecanidae,"Pelecanus crispus Bruch, 1832",Pellicano riccio,x,,x,,,,,x,,x,,,x,x,,,,,,,None,6
Chordata,AVES,PELECANIFORMES,Pelecanidae,"Pelecanus onocrotalus Linnaeus, 1758",Pellicano,x,,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PELECANIFORMES,Phalacrocoracidae,"Phalacrocorax  pygmeus (Pallas, 1773)",Marangone minore,,x,x,,,,,x,,,,,,x,,,,,,,"A minor rischio, Quasi a rischio",4
Chordata,AVES,PELECANIFORMES,Phalacrocoracidae,"Phalacrocorax aristotelis (Linnaeus, 1761) ",Marangone dal ciuffo ,x,,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PELECANIFORMES,Phalacrocoracidae,Phalacrocorax aristotelis desmaresti,Marangone dal ciuffo ss. mediterranea,,x,x,,,,,,,,,,,,,,,,,,None,2
Chordata,AVES,PELECANIFORMES,Phalacrocoracidae,"Phalacrocorax carbo (Linnaeus, 1758)",Cormorano,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PELECANIFORMES,Sulidae,"Sula bassana (Linnaeus, 1758)",Sula,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PHOENICOPTERIFORMES,Phoenicopteridae,"Phoenicopterus ruber Linnaeus, 1758",Fenicottero,x,,x,,,,,x,,x,,,,x,,,,,,,None,5
Chordata,AVES,PICIFORMES,Picidae,"Dryocopus martius (Linnaeus, 1758)",Picchio nero,x,,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PICIFORMES,Picidae,"Jynx torquilla Linnaeus, 1758",Torcicollo,x,,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PICIFORMES,Picidae,"Picoides leucotos (Bechstein, 1803)",Picchio dorsobianco,x,,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PICIFORMES,Picidae,"Picoides major (Linnaeus, 1758)",Picchio rosso maggiore,x,,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PICIFORMES,Picidae,"Picoides medius (Linnaeus, 1758)",Picchio rosso mezzano,x,,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PICIFORMES,Picidae,"Picoides minor (Linnaeus, 1758)",Picchio rosso minore,x,,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PICIFORMES,Picidae,"Picoides tridactylus (Linnaeus, 1758)",Picchio tridattilo,x,,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PICIFORMES,Picidae,"Picus canus Gmelin, 1788",Picchio cenerino,x,,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PICIFORMES,Picidae,"Picus viridis Linnaeus, 1758",Picchio verde,x,,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PODECIPEDIFORMES,Podicipedidae,"Podiceps auritus (Linnaeus, 1758)",Svasso cornuto,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PODECIPEDIFORMES,Podicipedidae,"Podiceps cristatus (Linnaeus, 1758)",Svasso maggiore,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PODECIPEDIFORMES,Podicipedidae,"Podiceps grisegena (Boddaert, 1783)",Svasso collorosso,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PODECIPEDIFORMES,Podicipedidae,"Podiceps nigricollis (Brehm C.L., 1831)",Svasso piccolo,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PODECIPEDIFORMES,Podicipedidae,"Tachybaptus ruficollis (Pallas, 1764)",Tuffetto,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PROCELLARIIFORMES,Diomedeidae,"Diomedea exulans Linnaeus, 1758",Albatros urlatore,,x,,,,,,,x,,,,,x,,,,,,,None,3
Chordata,AVES,PROCELLARIIFORMES,Hydrobatidae,"Hydrobates pelagicus (Linnaeus, 1758)",Uccello delle tempeste,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PROCELLARIIFORMES,Hydrobatidae,"Oceanites oceanicus (Kuhl, 1820)",Uccello delle tempeste di Wilson,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PROCELLARIIFORMES,Hydrobatidae,"Oceanodroma  leucorhoa (Vieillot, 1817)",Uccello delle tempeste codaforcuta,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PROCELLARIIFORMES,Procellariidae,"Bulweria bulwerii (Jardin & Selby, 1828)",Berta di Bulwer,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PROCELLARIIFORMES,Procellariidae,"Bulweria fallax Jouanin, 1955",Berta di Jouanin,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PROCELLARIIFORMES,Procellariidae,"Calonectris diomedea (Scopoli, 1769)",Berta maggiore,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PROCELLARIIFORMES,Procellariidae,"Daption capense (Linnaeus, 1758)",Procellaria del Capo,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PROCELLARIIFORMES,Procellariidae,"Fulmarus glacialis (Linnaeus, 1761)",Fulmaro,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PROCELLARIIFORMES,Procellariidae,"Puffinus assimilis Gould, 1838",Berta minore fosca,,x,x,,,,,,x,,,,,,,,,,,,None,3
Chordata,AVES,PROCELLARIIFORMES,Procellariidae,"Puffinus gravis (O'Reilly, 1818)",Berta dell'Atlantico,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PROCELLARIIFORMES,Procellariidae,"Puffinus griseus (Gmelin, 1789)",Berta grigia,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,AVES,PROCELLARIIFORMES,Procellariidae,"Puffinus puffinus  (Brünnich, 1764) ",Berta minore,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PTEROCLIDIFORMES,Pteroclidae,"Pterocles alchata (Linnaeus, 1766)",Grandule,,x,x,,,,,x,,,,,,,,,,,,,None,3
Chordata,AVES,PTEROCLIDIFORMES,Pteroclidae,"Pterocles senegallus (Linnaeus, 1771)",Grandule del Senegal,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,PTEROCLIDIFORMES,Pteroclidae,"Syrrhaptes paradoxus (Pallas, 1773)",Sirratte,,x,,,,,,x,,,,,,,,,,,,,None,2
Chordata,AVES,STRIGIFORMES,Strigidae,"Aegolius funereus (Linnaeus, 1758)",Civetta capogrosso,x,,x,,,,,x,,x,x,,,,,,,,,,None,5
Chordata,AVES,STRIGIFORMES,Strigidae,"Asio flammeus (Pontoppidan, 1763)",Gufo di palude,x,,x,,,,,x,,x,x,,,,,,,,,,None,5
Chordata,AVES,STRIGIFORMES,Strigidae,"Asio otus (Linnaeus, 1758)",Gufo comune,x,,,,,,,x,,x,x,,,,,,,,,,None,4
Chordata,AVES,STRIGIFORMES,Strigidae,"Athene noctua (Scopoli, 1769)",Civetta,x,,,,,,,x,,x,x,,,,,,,,,,None,4
Chordata,AVES,STRIGIFORMES,Strigidae,"Bubo bubo (Linnaeus, 1758)",Gufo reale,x,,x,,,,,x,,x,x,,,,,,,,,,None,5
Chordata,AVES,STRIGIFORMES,Strigidae,"Glaucidium passerinum (Linnaeus, 1758)",Civetta nana,x,,x,,,,,x,,x,x,,,,,,,,,,None,5
Chordata,AVES,STRIGIFORMES,Strigidae,"Otus scops (Linnaeus, 1758)",Assiolo,x,,,,,,,x,,x,x,,,,,,,,,,None,4
Chordata,AVES,STRIGIFORMES,Strigidae,"Strix aluco Linnaeus, 1758",Allocco,x,,,,,,,x,,x,x,,,,,,,,,,None,4
Chordata,AVES,STRIGIFORMES,Strigidae,"Strix uralensis Pallas, 1771",Allocco degli Urali,x,,x,,,,,x,,x,x,,,,,,,,,,None,5
Chordata,AVES,STRIGIFORMES,Tytonidae,"Tyto alba (Scopoli, 1769)",Barbagianni,x,,,,,,,x,,x,x,,,,,,,,,,None,4
Chordata,CONDRICHTHYTES,LAMNIFORMES,Carcharhinidae,"Prionace glauca (Linnaeus, 1758)",Verdesca,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,CONDRICHTHYTES,LAMNIFORMES,Lamnidae,"Carcharodon carcharis (Linnaeus, 1758)",Squalo bianco,,,,,,,,x,,,,,,,,,,,,,Vulnerabile,1
Chordata,CONDRICHTHYTES,LAMNIFORMES,Lamnidae,"Cetorhinus maximus (Gunnerus, 1765)",Squalo elefante,,,,,,,,x,,,,,,,,,,,,,Vulnerabile,1
Chordata,CONDRICHTHYTES,LAMNIFORMES,Lamnidae,"Isurus oxyrinchus Rafinesque, 1810",Squalo mako,,,,,,,,,x,,,,,,,,,,,,"A minor rischio, Quasi a rischio",1
Chordata,CONDRICHTHYTES,LAMNIFORMES,Lamnidae,"Lamna nasus (Bonnaterre,1788)",Smeriglio,,,,,,,,,x,,,,,,,,,,,,"A minor rischio, Quasi a rischio",1
Chordata,CONDRICHTHYTES,RAJIFORMES,Mobulidae,"Mobula mobular (Bonnaterre,1788)",Diavolo di mare,,,,,,,,x,,,,,,,,,,,,,Vulnerabile,1
Chordata,CONDRICHTHYTES,RAJIFORMES,Rajidae,"Raja alba Lacépède, 1803",Razza bianca,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,CONDRICHTHYTES,SQUALIFORMES,Squatinidae,"Squatina squatina (Linnaeus, 1758)",Squadro,,,,,,,,,x,,,,,,,,,,,,Vulnerabile,1
Chordata,MAMMALIA,ARTIODACTYLA,Bovidae,Capra aegraegus aegraegus Erxleben 1777  ,Capra di Montecristo,,,,,,,,,,,,,,,,x,,,,,None,1
Chordata,MAMMALIA,ARTIODACTYLA,Bovidae,"Capra aegraegus Erxleben, 1777  ",Capra selvatica,,,,,,,,,,,,,,,,x,,,,,None,1
Chordata,MAMMALIA,ARTIODACTYLA,Bovidae,"Capra hircus (Linnaeus, 1758)  ",Capra di Montecristo,,,,,,,,,,,,,,,,x,,,,,None,1
Chordata,MAMMALIA,ARTIODACTYLA,Bovidae,"Capra ibex Linnaeus, 1758  ",Stambecco,,,,,,,,,x,,,,,,,,x,,,,None,2
Chordata,MAMMALIA,ARTIODACTYLA,Bovidae,"Ovis orientalis Gmelin, 1774",Muflone,,,,,,,,,,,,,,,,,,,,,Vulnerabile,0
Chordata,MAMMALIA,ARTIODACTYLA,Bovidae,Ovis orientalis musimon,Muflone sardo,,,,,,,,,x,,,,,,x,x,,,x,,Vulnerabile,4
Chordata,MAMMALIA,ARTIODACTYLA,Bovidae,"Rupicapra pyrenaica Bonaparte, 1845",Camoscio,,,,,,,,,,,,,,,,,,,,,"A minor rischio, Dipendenti dalla protezione",0
Chordata,MAMMALIA,ARTIODACTYLA,Bovidae,Rupicapra pyrenaica ornata  *,Camoscio appenninico,x,,,,,,,x,,x,,,,,x,x,,,x,M,None,6
Chordata,MAMMALIA,ARTIODACTYLA,Bovidae,"Rupicapra rupicapra (Linnaeus, 1758)  ",Camoscio alpino,,,,,,,,,x,,,,,,x,,x,,,,None,3
Chordata,MAMMALIA,ARTIODACTYLA,Cervidae,"Capreolus capreolus (Linnaeus, 1758)  ",Capriolo,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,MAMMALIA,ARTIODACTYLA,Cervidae,Capreolus capreolus capreolus,,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,MAMMALIA,ARTIODACTYLA,Cervidae,Capreolus capreolus italicus,,,,,,,,,,x,,,,,,,,,,x,M,None,2
Chordata,MAMMALIA,ARTIODACTYLA,Cervidae,Cervus elaphus corsicanus   *,Cervo sardo,x,,,,,,,x,,,,,,,x,x,,,x,M,None,5
Chordata,MAMMALIA,ARTIODACTYLA,Cervidae,Cervus elaphus elaphus,Cervo,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,MAMMALIA,ARTIODACTYLA,Cervidae,"Cervus elaphus Linnaeus, 1758  ",Cervo nobile,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,MAMMALIA,ARTIODACTYLA,Cervidae,"Dama dama (Linnaeus, 1758)  ",Daino,,,,,,,,,x,,,,,,,,,,,,None,1
Chordata,MAMMALIA,ARTIODACTYLA,Suidae,"Sus scrofa Linnaeus, 1758  ",Cinghiale,,,,,,,,,,,,,,,,,,,,,None,0
Chordata,MAMMALIA,ARTIODACTYLA,Suidae,Sus scrofa meridionalis,Cinghiale ss. meridionale,,,,,,,,,x,,,,,,,,,,x,,None,2
Chordata,MAMMALIA,CARNIVORA,Canidae,"Canis aureus Linnaeus, 1758 ",Sciacallo,x,,,,,,,,,,,,,,,,x,,,,None,2
Chordata,MAMMALIA,CARNIVORA,Canidae,"Canis lupus   * Linnaeus, 1758",Lupo,x,,,,,,,x,,x,x,,,,x,x,,,x,M,None,7
Chordata,MAMMALIA,CARNIVORA,Felidae,Felis silvestris lybica,,x,,,,,,,x,,,x,,,,,x,,,,,None,4
Chordata,MAMMALIA,CARNIVORA,Felidae,"Felis silvestris Schreber, 1777",Gatto selvatico,x,,,,,,,x,,,x,,,,,x,,,,,None,4
Chordata,MAMMALIA,CARNIVORA,Felidae,Felis silvestris silvestris,,x,,,,,,,x,,,x,,,,,x,,,,,None,4
Chordata,MAMMALIA,CARNIVORA,Felidae,"Linx linx (Linnaeus, 1758)  ",Lince eurasiatica,x,,,,,,,,x,x,,,,,x,x,,,,,Quasi a rischio,5
Chordata,MAMMALIA,CARNIVORA,Mustelidae,"Lutra lutra (Linnaeus, 1758)  ",Lontra comune,x,,,,,,,x,,x,,,,,x,x,,,,M,None,5
Chordata,MAMMALIA,CARNIVORA,Mustelidae,"Martes foina (Erxleben, 1777)",Faina,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,CARNIVORA,Mustelidae,"Martes martes (Linnaeus, 1758)  ",Martora,x,,,,,,,,x,,,,,,,,x,,,,None,3
Chordata,MAMMALIA,CARNIVORA,Mustelidae,"Meles meles (Linnaeus, 1758)  ",Tasso,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,CARNIVORA,Mustelidae,"Mustela erminea Linnaeus, 1758 ",Ermellino,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,CARNIVORA,Mustelidae,Mustela nivalis boccamela,,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,CARNIVORA,Mustelidae,"Mustela nivalis Linnaeus, 1766 ",Donnola,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,CARNIVORA,Mustelidae,Mustela nivalis minuta,,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,CARNIVORA,Mustelidae,Mustela nivalis nivalis,,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,CARNIVORA,Mustelidae,"Mustela putorius Linnaeus, 1758  ",Puzzola,x,,,,,,,,x,,,,,,,,x,,,,None,3
Chordata,MAMMALIA,CARNIVORA,Mustelidae,"Mustela vison Schreber, 1777",Visone americano,,x,,,,,,,,,,,,,,,,,,,None,1
Chordata,MAMMALIA,CARNIVORA,Phocidae,"Monachus monachus   * (Hermann, 1779)",Foca monaca,x,,,,,,,x,,x,,,x,x,x,x,,,,M,Gravemente minacciato,7
Chordata,MAMMALIA,CARNIVORA,Ursidae,"Ursus arctos   * Linnaeus, 1758",Orso,x,,,,,,,x,,x,,,,,x,x,,,,,None,5
Chordata,MAMMALIA,CARNIVORA,Ursidae,Ursus arctos arctos,Orso bruno,x,,,,,,,x,,x,,,,,,x,,,,M,None,4
Chordata,MAMMALIA,CARNIVORA,Ursidae,Ursus arctos marsicanus,Orso marsicano,x,,,,,,,x,,x,,,,,,x,,,x,M,None,5
Chordata,MAMMALIA,CARNIVORA,Viverridae,"Genetta genetta (Linnaeus, 1758)  ",Genetta,,x,,,,,,,x,,,,,,,,x,,,,None,3
Chordata,MAMMALIA,CARNIVORA,Viverridae,"Herpestes edwarsi (Geoffroy E., 1818)",Mangosta indiana grigia,,x,,,,,,,x,,,,,,,,,,,,None,2
Chordata,MAMMALIA,CETACEA,Balenopteridae,"Balaenoptera acutorostrata Lacépède, 1804",Balenottera minore,x,,,,,,,x,,x,,,,,,x,,,,,"A minor rischio, Quasi a rischio",4
Chordata,MAMMALIA,CETACEA,Balenopteridae,"Balaenoptera physalus (Linnaeus, 1758)  ",Balenottera comune,x,,,,,,,x,,x,,,,,,x,,,,M,Minacciato,4
Chordata,MAMMALIA,CETACEA,Delphinidae,"Delphinus delphis Linnaeus, 1758  ",Delfino comune,x,,,,,,,x,,x,,,,,,x,,,,,None,4
Chordata,MAMMALIA,CETACEA,Delphinidae,"Globicephala melaena (Traill, 1809)",Globicefalo,x,,,,,,,x,,x,,,,,,x,,,,,None,4
Chordata,MAMMALIA,CETACEA,Delphinidae,"Grampus griseus (Cuvier G., 1812)",Grampo,x,,,,,,,x,,x,,,,,,x,,,,,Dati insufficienti,4
Chordata,MAMMALIA,CETACEA,Delphinidae,"Orcinus orca (Linnaeus, 1758)  ",Orca,x,,,,,,,x,,x,,,,,,x,,,,,"A minor rischio, Dipendenti dalla protezione",4
Chordata,MAMMALIA,CETACEA,Delphinidae,"Pseudorca crassidens (Owen, 1846)",Pseudorca,x,,,,,,,x,,x,,,,,,x,,,,,None,4
Chordata,MAMMALIA,CETACEA,Delphinidae,"Stenella coeruleoalba (Meyen, 1833)",Stenella striata,x,,,,,,,x,,x,,,,,,x,,,,,"A minor rischio, Dipendenti dalla protezione",4
Chordata,MAMMALIA,CETACEA,Delphinidae,"Steno bredanensis (Lesson, 1828)",Steno,x,,,,,,,x,,x,,,,,,x,,,,,Dati insufficienti,4
Chordata,MAMMALIA,CETACEA,Delphinidae,"Tursiops truncatus (Montagu, 1821)",Tursiope,x,,,,,,,x,,x,,,,,x,x,,,,,Dati insufficienti,5
Chordata,MAMMALIA,CETACEA,Physeteridae,"Kogia simus (Owen, 1866)",Cogia di Owen,x,,,,,,,x,,x,,,,,,x,,,,,None,4
Chordata,MAMMALIA,CETACEA,Physeteridae,"Physeter catodon Linnaeus, 1758  ",Capodoglio,x,,,,,,,x,,x,,,,,,x,,,,,Vulnerabile,4
Chordata,MAMMALIA,CETACEA,Ziphiidae,"Ziphius cavirostris Cuvier G., 1832",Zifio,x,,,,,,,x,,x,,,,,,x,,,,,Dati insufficienti,4
Chordata,MAMMALIA,CHIROPTERA,Molossidae,"Tadarida teniotis (Rafinesque, 1814)",Molosso di Cestoni,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Rhinolophidae,"Rhinolophus blasii Peters, 1866",Ferro di cavallo di Blasius,,x,,,,,,x,,,,,,x,x,x,,,,,"A minor rischio, Quasi a rischio",5
Chordata,MAMMALIA,CHIROPTERA,Rhinolophidae,"Rhinolophus euryale Blasius, 1853",Ferro di cavallo euriale,,x,,,,,,x,,,,,,x,x,x,,,,,Vulnerabile,5
Chordata,MAMMALIA,CHIROPTERA,Rhinolophidae,"Rhinolophus ferrumequinum (Schreber, 1774)",Ferro di cavallo maggiore,,x,,,,,,x,,,,,,x,x,x,,,,,"A minor rischio, Dipendenti dalla protezione",5
Chordata,MAMMALIA,CHIROPTERA,Rhinolophidae,"Rhinolophus hipposideros (Bechstein, 1800)",Ferro di cavallo minore,,x,,,,,,x,,,,,,x,x,x,,,,,Vulnerabile,5
Chordata,MAMMALIA,CHIROPTERA,Rhinolophidae,"Rhinolophus mehelyi Matschie, 1901",Ferro di cavallo di Mehely,,x,,,,,,x,,,,,,x,x,x,,,,,Vulnerabile,5
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Barbastella barbastellus (Schreber, 1774) ",Barbastello,,x,,,,,,x,,,,,,x,x,x,,,,,Vulnerabile,5
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Eptesicus nilssoni (Keyserling & Blasius, 1839) ",Serotino di Nilsson,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Eptesicus serotinus (Schreber, 1774)",Serotino comune,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Hypsugo savii (Bonaparte, 1837)",Pipistrello di Savi,,x,,,,,,x,,,,,,x,,x,,,,,None,4
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Miniopterus schreibersi (Natterer in Kuhl, 1819) ",Miniottero,,x,,,,,,x,,,,,,x,x,x,,,,,"A minor rischio, Quasi a rischio",5
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Myotis bechsteini (Leisler in Kuhl, 1818)",Vespertilio di Bechstein,,x,,,,,,x,,,,,,x,x,x,,,,,Vulnerabile,5
Chordata,MAMMALIA,CHIROPTERA,Vespertilionidae,"Myotis blythi (Tomes, 1857)",Vespertilio di Blyth,,x,,,,,,x,,,,,,x,x,x,,,,,None,5
